Countrycode,Namespace,AirQualityNetwork,AirQualityStation,AirQualityStationEoICode,SamplingPoint,SamplingProcess,Sample,AirPollutant,AirPollutantCode,AveragingTime,Concentration,UnitOfMeasurement,DatetimeBegin,DatetimeEnd,Validity,Verification
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,53.9000000000,µg/m3,2020-01-11 00:00:00 +01:00,2020-01-12 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,14.2000000000,µg/m3,2020-01-12 00:00:00 +01:00,2020-01-13 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,31.5000000000,µg/m3,2020-01-13 00:00:00 +01:00,2020-01-14 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,50.1000000000,µg/m3,2020-01-14 00:00:00 +01:00,2020-01-15 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,54.2000000000,µg/m3,2020-01-15 00:00:00 +01:00,2020-01-16 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,48.9000000000,µg/m3,2020-01-16 00:00:00 +01:00,2020-01-17 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,63.9000000000,µg/m3,2020-01-17 00:00:00 +01:00,2020-01-18 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,0.0000000000,µg/m3,2020-01-18 00:00:00 +01:00,2020-01-19 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,30.1000000000,µg/m3,2020-01-19 00:00:00 +01:00,2020-01-20 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,9.2000000000,µg/m3,2020-01-20 00:00:00 +01:00,2020-01-21 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,15.3000000000,µg/m3,2020-01-21 00:00:00 +01:00,2020-01-22 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,34.7000000000,µg/m3,2020-01-22 00:00:00 +01:00,2020-01-23 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,53.4000000000,µg/m3,2020-01-23 00:00:00 +01:00,2020-01-24 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,41.5000000000,µg/m3,2020-01-24 00:00:00 +01:00,2020-01-25 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,26.5000000000,µg/m3,2020-01-25 00:00:00 +01:00,2020-01-26 00:00:00 +01:00,1,3
IT,IT.ISPRA.AQD,NET.IT116A,STA.IT2218A,IT2218A,SPO.IT2218A_6001_BETA_2015-01-01_00:00:00,SPP.IT2218A_6001_BETA_2015-01-01_00:00:00,SAM.IT2218A_6001_BETA_2015-01-01_00:00:00,PM2.5,http://dd.eionet.europa.eu/vocabulary/aq/pollutant/6001,day,26.5000000000,µg/m3,2020-01-26 00:00:00 +01:00,2020-01-27 00:00:00 +01:00,1,3
